,prompt_formality,prompt,prediction,language,model,size(B),id,formality,annotator,annotation_id,created_at,updated_at,lead_time
712,Informal,;) nah the only time u see a man emotional is when he is with," a woman, he will never have any emotions, he would never ever want to be with another woman. it just never will happen. its all a fact. even when he is with a woman all he wants to do is sex, when he sees another woman he thinks about sex too, this does not make him a bad person, and its the man that gets his emotions from.",en,XGLM,2.9,113.0,Informal,1.0,113.0,2022-12-27T11:56:10.534756Z,2022-12-27T11:56:10.534790Z,8.204
713,Neutral,This," may also be necessary in another place, as there is a good chance that your friends will be coming over too. The best part about it is that the lights can be turned off whenever you need to get some fresh air, or during rainy weather. The lamp shades also make it easy for you to see if there are any leaves or debris on the roof while you move on.",en,BLOOM,3.0,114.0,Formal,1.0,114.0,2022-12-27T11:56:54.415035Z,2022-12-27T11:56:54.415089Z,43.602
714,Informal,What makes it worse is that I already went out with him for four years!!!!, I don't need him! I need my life. I can't handle this! I know some people will say I'm being a selfish mother but I am!,en,XGLM,2.9,115.0,Informal,1.0,115.0,2022-12-27T11:56:58.934392Z,2022-12-27T11:56:58.934432Z,4.244
715,Neutral,The," goal of the project is to establish and improve a multifaceted mechanism of collaboration and coordination in order to address the key challenges linked to the implementation of the European Union Policy on Chemicals. In particular, its focus is on the development of a coherent and systematic approach for managing and promoting the use of chemical substances in the food chain, focusing mainly on the risk assessment. With the project the European Commission seeks to address the issues stemming from the current situation within the EU – in particular the impact of chemical substances in our foods, with respect to public health, food safety and the safety of consumers.  aim of this project is to support Member States, especially the EU Member States, in their efforts to implement the Policy.",en,XGLM,2.9,116.0,Formal,1.0,116.0,2022-12-27T11:57:02.850120Z,2022-12-27T11:57:02.850168Z,3.657
716,Informal,Everywhere.... Just ask any girl passing by.... but ONLY IN THAILAND.... not in US ....,Everywhere.... Just ask any girl passing by.... but ONLY IN THAILAND.... not in US.... or any other foreign country... as i dont care about a girl in US.... anyway i love all asian girls... from singapore... to Philippines to Malaysia.. but no white girl..,en,XGLM,7.5,117.0,Informal,1.0,117.0,2022-12-27T11:57:10.088741Z,2022-12-27T11:57:10.088809Z,6.96
717,Formal,"From my perspective, when a man is very self centered, I find that it makes"," him very controlling, jealous, controlling, etc etc. It's as if he is thinking about and watching your every move and trying to manipulate things to his advantage, because he clearly knows better. It's as if he has a mental disorder or has some major addiction to power and control that he doesn't even realize.",en,XGLM,7.5,118.0,Informal,1.0,118.0,2022-12-27T11:57:15.459722Z,2022-12-27T11:57:15.459761Z,5.103
718,Neutral,Do, you think that the Government has been realistic in the way it has approached the issue of reducing the number of underage drinking? Have you had a say in how that plan has been implemented?,en,XGLM,2.9,119.0,Informal,1.0,119.0,2022-12-27T11:57:26.467572Z,2022-12-27T11:57:26.467612Z,10.753
719,Formal,I have long black hair and both my husband and I are quite fond of, it. Not the most beautiful thing to see in my opinion but I guess it is hard to tell by the pictures. My husband is only an inch shorter and looks like he has two heads so there is the possibility that I do in fact have a double chin.,en,XGLM,7.5,120.0,Informal,1.0,120.0,2022-12-27T11:57:32.794255Z,2022-12-27T11:57:32.794296Z,6.06
720,Informal,it a two way traffic until you get them you will know which one it," is.. This way there is no need to have multiple lights and sensors as you can just add two different detectors to the existing light
Here is the wiring I have done. The red one is the DMX signal and the green one is the actual light. I think this works fine.. but of course there will be some electrical interferences that can make things slightly harder.. so be careful when wiring up something new! Also, the switches here are made by HOTI. You need to wire them on their side to avoid the two wires coming together.",en,BLOOM,3.0,121.0,Informal,1.0,121.0,2022-12-27T11:57:38.905603Z,2022-12-27T11:57:38.905645Z,5.743
721,Neutral,I," can't get my head around it.
Yeah,  know.
 wish there were an easy way to get it sorted out.
Well, there won't be, but if you just kept trying you might find it.
Yeah, 'll keep trying.
Right.
Thanks, guys.
- Thanks.
- See you later.
- All right, bye.
- Come on.
'll drive you home.
Yeah, yeah, that's all right.
t's all right, no.
'll call you, okay?
Yeah, all right.
Sweet dreams.
 can't wait to tell that blonde he's the lucky guy.
What the fuck.
- You sure you don't want to go?
- No,  do.
 do.
No, don't you want to hear what ",en,BLOOM,7.1,122.0,Informal,1.0,122.0,2022-12-27T11:57:42.309159Z,2022-12-27T11:57:42.309248Z,3.128
722,Formal,Start from the beginning and then work your way to 20 years down the road.,"'
Ms Murru told the ABC the Australian Institute of Criminology's '20 Year Time Frame' survey released earlier this year had been conducted in 2014.
Posted 5 SepSeptember 2016MonMonday 5 SepSeptember 2016 at 3:39am
Posted 35mminutes agoSunSunday 12 JulJuly 2020 at 7:52pm / Updated 10mminutes agoSunSunday 12 JulJuly 2020 at 8:02pm
Posted 51mminutes agoSunSunday 12 JulJuly 2020 at 7:34pm / Updated 16mminutes agoSunSunday 12 JulJuly 2020 at 8:00pm",en,BLOOM,7.1,123.0,Incohesive,1.0,123.0,2022-12-27T11:57:48.175342Z,2022-12-27T11:57:48.175374Z,5.6
723,Neutral,He, was so kind to sit with me while we sat in the hot water of the hot shower.  was so considerate. And we had a great conversation.,en,XGLM,2.9,124.0,Informal,1.0,124.0,2022-12-27T11:57:58.188800Z,2022-12-27T11:57:58.188839Z,9.78
724,Neutral,You," are commenting using your WordPress.com account. Up next Income-driven Marketing - Episode 1 of 3 In our series, titled ‘Income-driven Marketing,’ we take a look at two examples of companies that are building revenue for themselves and putting an end to the cycle of debt and expensive outsourcing. This is the first in our series.",en,XGLM,2.9,125.0,Formal,1.0,125.0,2022-12-27T11:59:04.189054Z,2022-12-27T11:59:04.189095Z,65.751
725,Formal,"If you both feel the same way when you are older, then go for it."," If you don't, it really wouldn't matter to you. I have a friend who wants to get married and she doesn't care. The reason being is that she feels like she doesn't want her fiance to have children. That's one of the most important reasons that it's OK for a person to be a bachelor/ette.",en,XGLM,7.5,126.0,Informal,1.0,126.0,2022-12-27T12:01:41.303292Z,2022-12-27T12:01:41.303360Z,156.824
726,Neutral,He," tenido una idea para la gran fiesta.
El club de los cerezas va a reunir a todas las cerezas del pueblo, y tu y yo, vamos a ser las cerezas grandes.
Oigan, voy a hacerles una promesa de boda.
Hagamos un trato.
Nadie saldrá lastimado.
Vamos a coger cada una por donde se sienta cómodo... solo nosotros dos.
Ni siquiera quiero saber como te sienta cada vez que empiezo a bajar.
Quiero saber como te sientes cuando me siento encima tuyo.
- ¿Qué?
- ¿Me oyes, cara de pene?
Mira, ella es buena en la cama.
Sí, pero mira, si vamos a hacer esta estúpida cosa, yo también.
Esta es mi oportunidad",en,BLOOM,7.1,127.0,Incohesive,1.0,127.0,2022-12-27T12:01:45.631903Z,2022-12-27T12:01:45.631943Z,4.086
727,Neutral,Do," we really need a health check? What does it really mean to complete a health check? Some businesses are looking for proof that a worker is not working in compliance with his/her health and safety obligations. This information can be helpful to your company, and it can contribute to maintaining good working conditions in your business. The Health and Safety Executive provides health checks to ensure that your business and its staff follow British health and safety legislation. Health checks are generally carried out at work, often on an annual basis. Some health checks may be onsite at the business premises to ensure a high level of compliance. Another option is to carry out health checks at your place of work rather than just at the premises. You may be interested",en,XGLM,2.9,128.0,Formal,1.0,128.0,2022-12-27T12:07:03.146888Z,2022-12-27T12:07:03.146912Z,317.313
728,Informal,"If yes, why do I heard some girl said flowers ar not going to last?"," But my Cousin said not to worry, there’s another flower which is also same but it’s much less. Just the same, does everyone have their opinion on the matter?",en,XGLM,2.9,129.0,Informal,1.0,129.0,2022-12-27T12:07:09.036632Z,2022-12-27T12:07:09.036677Z,5.646
729,Formal,"If his affections tended away from her and toward you, he likely would've terminated the"," relationship.
When she left his office yesterday, she was upset.
I imagine she had some reason to be.
And she didn't just disappear.
When she arrived home tonight, she called me.
She told me to meet her in front of the restaurant around 7:30.
I don't know what you're telling me, Mr. Mason.
So the police are still looking into her disappearance.
They're still looking for her.
You don't know for sure.
Of course I know, Mr. Mason.
They found the car, but there's not a scratch.
They know what happened.
Yes, but they won't tell me.
This is about your wife, Mr. Mason.
You have got to protect her.
And I can't do that without your cooperation.
We can't go out",en,BLOOM,7.1,130.0,Informal,1.0,130.0,2022-12-27T12:07:12.125096Z,2022-12-27T12:07:12.125130Z,2.838
730,Formal,"Think about whether you can really afford it and, if you want to, then go", to a lender and speak to them about the possibility of financing. Remember the rule of thumb: it’s better to pay rent than to live with somebody for free. There are plenty of people who are looking for a flatmate right now because they have to move out of homelessness. It’s not just about money.,en,XGLM,7.5,131.0,Formal,1.0,131.0,2022-12-27T12:07:22.248529Z,2022-12-27T12:07:22.248574Z,9.868
731,Informal,imet a girl and i want to know how to know if shes into me,". Is there any way to tell if a girl likes me or not? There are a lot of girls i know that like me.
Well in general, the answer is yes. The first thing to know is, a woman will look up to you and want to be around you for a reason. You are, without a doubt, someone she wants to do whatever she can to make you happy. In addition, you are, by nature, a very loving, respectful and dependable person. A woman will love you. You are her man. Your woman is the woman who is meant to be with you. You are not just another girl to her life. You are the one.
However, before this is even remotely possible, you need",en,BLOOM,3.0,132.0,Informal,1.0,132.0,2022-12-27T12:07:37.650489Z,2022-12-27T12:07:37.650521Z,15.15
